group_id,quarter_issue_date_dt,Treated,Count,Post,log_Count
A63F,2012-06-30,0,175,0,5.1647859739235145
A63F,2012-06-30,1,36,0,3.58351893845611
A63F,2012-09-30,0,194,0,5.267858159063328
A63F,2012-09-30,1,47,0,3.8501476017100584
A63F,2012-12-31,0,221,0,5.3981627015177525
A63F,2012-12-31,1,41,0,3.713572066704308
A63F,2013-03-31,0,199,0,5.293304824724492
A63F,2013-03-31,1,57,0,4.04305126783455
A63F,2013-06-30,0,199,0,5.293304824724492
A63F,2013-06-30,1,46,0,3.828641396489095
A63F,2013-09-30,0,197,0,5.2832037287379885
A63F,2013-09-30,1,42,0,3.7376696182833684
A63F,2013-12-31,0,228,0,5.429345628954441
A63F,2013-12-31,1,45,0,3.8066624897703196
A63F,2014-03-31,0,217,0,5.37989735354046
A63F,2014-03-31,1,39,0,3.6635616461296463
A63F,2014-06-30,0,251,1,5.5254529391317835
A63F,2014-06-30,1,61,1,4.110873864173311
A63F,2014-09-30,0,279,1,5.631211781821365
A63F,2014-09-30,1,36,1,3.58351893845611
A63F,2014-12-31,0,222,1,5.402677381872279
A63F,2014-12-31,1,32,1,3.4657359027997265
A63F,2015-03-31,0,183,1,5.209486152841421
A63F,2015-03-31,1,32,1,3.4657359027997265
A63F,2015-06-30,0,201,1,5.303304908059076
A63F,2015-06-30,1,20,1,2.995732273553991
A63F,2015-09-30,0,210,1,5.3471075307174685
A63F,2015-09-30,1,31,1,3.4339872044851463
A63F,2015-12-31,0,182,1,5.204006687076795
A63F,2015-12-31,1,25,1,3.2188758248682006
A63F,2016-03-31,0,185,1,5.220355825078324
A63F,2016-03-31,1,20,1,2.995732273553991
A63F,2016-06-30,0,215,1,5.3706380281276624
A63F,2016-06-30,1,31,1,3.4339872044851463
A63F,2016-09-30,0,217,1,5.37989735354046
A63F,2016-09-30,1,17,1,2.833213344056216
A63F,2016-12-31,0,237,1,5.4680601411351315
A63F,2016-12-31,1,25,1,3.2188758248682006
A63G,2012-12-31,1,1,0,0.0
A63G,2013-03-31,0,1,0,0.0
A63G,2013-09-30,0,1,0,0.0
A63G,2014-12-31,0,1,1,0.0
A63G,2015-06-30,0,1,1,0.0
A63G,2015-09-30,0,1,1,0.0
A63G,2016-06-30,0,1,1,0.0
A63G,2016-12-31,0,3,1,1.0986122886681098
A63H,2012-03-31,0,3,0,1.0986122886681098
A63H,2012-06-30,0,1,0,0.0
A63H,2012-09-30,0,4,0,1.3862943611198906
A63H,2012-12-31,0,2,0,0.6931471805599453
A63H,2013-03-31,0,3,0,1.0986122886681098
A63H,2013-06-30,0,2,0,0.6931471805599453
A63H,2013-06-30,1,1,0,0.0
A63H,2013-09-30,0,3,0,1.0986122886681098
A63H,2013-12-31,0,6,0,1.791759469228055
A63H,2014-03-31,0,2,0,0.6931471805599453
A63H,2014-06-30,0,1,1,0.0
A63H,2014-09-30,0,2,1,0.6931471805599453
A63H,2014-12-31,0,2,1,0.6931471805599453
A63H,2015-03-31,0,2,1,0.6931471805599453
A63H,2015-06-30,0,3,1,1.0986122886681098
A63H,2015-09-30,0,1,1,0.0
A63H,2015-12-31,0,1,1,0.0
A63H,2015-12-31,1,2,1,0.6931471805599453
A63H,2016-03-31,0,3,1,1.0986122886681098
A63H,2016-06-30,0,5,1,1.6094379124341003
A63H,2016-09-30,0,2,1,0.6931471805599453
A63H,2016-12-31,0,3,1,1.0986122886681098
A63J,2014-06-30,0,1,1,0.0
A63J,2014-12-31,0,1,1,0.0
A63J,2015-12-31,0,1,1,0.0
A63J,2016-03-31,0,1,1,0.0
B01D,2013-03-31,0,1,0,0.0
B01D,2013-12-31,1,1,0,0.0
B01D,2014-03-31,0,1,0,0.0
B01D,2014-03-31,1,1,0,0.0
B01D,2014-06-30,0,1,1,0.0
B01D,2014-09-30,1,1,1,0.0
B01D,2015-12-31,0,1,1,0.0
B01D,2016-06-30,0,1,1,0.0
B01F,2013-09-30,1,1,0,0.0
B01F,2013-12-31,0,1,0,0.0
B01F,2014-03-31,0,1,0,0.0
B01F,2016-03-31,0,1,1,0.0
B01F,2016-09-30,0,2,1,0.6931471805599453
B01J,2014-06-30,1,1,1,0.0
B01J,2015-06-30,0,1,1,0.0
B01J,2015-12-31,1,2,1,0.6931471805599453
B01J,2016-12-31,0,1,1,0.0
B01J,2016-12-31,1,1,1,0.0
B01L,2012-12-31,0,1,0,0.0
B01L,2013-03-31,0,1,0,0.0
B01L,2013-06-30,0,1,0,0.0
B01L,2013-12-31,0,1,0,0.0
B01L,2014-03-31,0,5,0,1.6094379124341003
B01L,2014-09-30,0,2,1,0.6931471805599453
B01L,2014-12-31,0,2,1,0.6931471805599453
B01L,2015-03-31,0,1,1,0.0
B01L,2015-06-30,0,3,1,1.0986122886681098
B01L,2015-12-31,0,2,1,0.6931471805599453
B01L,2016-03-31,0,1,1,0.0
B01L,2016-12-31,0,2,1,0.6931471805599453
B02C,2012-03-31,0,1,0,0.0
B02C,2012-09-30,0,1,0,0.0
B02C,2013-03-31,0,1,0,0.0
B02C,2014-09-30,0,1,1,0.0
B04B,2012-06-30,0,1,0,0.0
B04C,2014-03-31,0,1,0,0.0
B05B,2013-12-31,0,1,0,0.0
B05B,2016-03-31,0,2,1,0.6931471805599453
B05B,2016-03-31,1,1,1,0.0
B05B,2016-09-30,0,2,1,0.6931471805599453
B05B,2016-12-31,0,1,1,0.0
B05C,2014-03-31,0,1,0,0.0
B05D,2014-09-30,0,1,1,0.0
B05D,2014-12-31,0,1,1,0.0
B05D,2015-09-30,0,1,1,0.0
B05D,2016-06-30,0,2,1,0.6931471805599453
B06B,2013-09-30,0,1,0,0.0
B06B,2014-03-31,0,2,0,0.6931471805599453
B06B,2015-09-30,0,1,1,0.0
B06B,2016-09-30,0,1,1,0.0
B06B,2016-12-31,0,2,1,0.6931471805599453
B07C,2012-03-31,0,3,0,1.0986122886681098
B07C,2012-03-31,1,1,0,0.0
B07C,2012-06-30,0,2,0,0.6931471805599453
B07C,2012-09-30,0,1,0,0.0
B07C,2012-12-31,0,3,0,1.0986122886681098
B07C,2013-03-31,0,2,0,0.6931471805599453
B07C,2013-03-31,1,1,0,0.0
B07C,2013-06-30,0,3,0,1.0986122886681098
B07C,2013-12-31,0,2,0,0.6931471805599453
B07C,2014-03-31,0,3,0,1.0986122886681098
B07C,2014-06-30,0,1,1,0.0
B07C,2014-09-30,0,2,1,0.6931471805599453
B07C,2014-12-31,0,1,1,0.0
B07C,2014-12-31,1,1,1,0.0
B07C,2015-03-31,0,1,1,0.0
B07C,2015-06-30,0,3,1,1.0986122886681098
B07C,2015-06-30,1,1,1,0.0
B07C,2015-09-30,0,3,1,1.0986122886681098
B07C,2015-12-31,0,2,1,0.6931471805599453
B07C,2016-03-31,0,1,1,0.0
B07C,2016-09-30,0,2,1,0.6931471805599453
B07C,2016-12-31,0,2,1,0.6931471805599453
B07C,2016-12-31,1,1,1,0.0
B08B,2012-09-30,0,2,0,0.6931471805599453
B08B,2013-06-30,0,1,0,0.0
B08B,2013-12-31,0,3,0,1.0986122886681098
B08B,2014-06-30,0,1,1,0.0
B08B,2014-09-30,0,2,1,0.6931471805599453
B08B,2015-06-30,0,2,1,0.6931471805599453
B08B,2015-09-30,0,3,1,1.0986122886681098
B08B,2015-12-31,0,1,1,0.0
B08B,2016-06-30,0,1,1,0.0
B08B,2016-09-30,1,1,1,0.0
B21C,2012-09-30,0,1,0,0.0
B21D,2013-12-31,0,1,0,0.0
B21D,2015-03-31,0,1,1,0.0
B21D,2016-06-30,0,1,1,0.0
B21D,2016-12-31,0,2,1,0.6931471805599453
B21F,2013-12-31,0,1,0,0.0
B21K,2012-03-31,0,1,0,0.0
B22D,2014-06-30,0,1,1,0.0
B22D,2015-09-30,0,1,1,0.0
B22F,2015-09-30,0,1,1,0.0
B23C,2012-03-31,1,1,0,0.0
B23C,2012-12-31,1,1,0,0.0
B23C,2013-06-30,1,1,0,0.0
B23C,2015-03-31,1,1,1,0.0
B23C,2015-09-30,1,1,1,0.0
B23C,2015-12-31,1,1,1,0.0
B23C,2016-12-31,1,1,1,0.0
B23K,2012-09-30,0,2,0,0.6931471805599453
B23K,2013-03-31,0,1,0,0.0
B23K,2013-06-30,0,1,0,0.0
B23K,2013-12-31,0,1,0,0.0
B23K,2014-06-30,0,1,1,0.0
B23K,2014-09-30,0,1,1,0.0
B23K,2014-12-31,0,2,1,0.6931471805599453
B23K,2015-06-30,0,2,1,0.6931471805599453
B23K,2015-09-30,0,1,1,0.0
B23K,2016-03-31,0,2,1,0.6931471805599453
B23P,2013-09-30,1,1,0,0.0
B23P,2013-12-31,0,1,0,0.0
B23P,2014-03-31,0,1,0,0.0
B23P,2014-03-31,1,1,0,0.0
B23P,2014-12-31,0,1,1,0.0
B23P,2015-06-30,0,2,1,0.6931471805599453
B23P,2015-09-30,0,3,1,1.0986122886681098
B23P,2015-12-31,1,1,1,0.0
B23P,2016-06-30,0,1,1,0.0
B23P,2016-09-30,0,1,1,0.0
B23P,2016-12-31,0,5,1,1.6094379124341003
B23P,2016-12-31,1,1,1,0.0
B23Q,2012-09-30,1,1,0,0.0
B23Q,2013-03-31,0,1,0,0.0
B23Q,2014-06-30,0,1,1,0.0
B23Q,2015-09-30,0,1,1,0.0
B23Q,2015-12-31,0,1,1,0.0
B23Q,2016-12-31,1,1,1,0.0
B24B,2013-03-31,0,1,0,0.0
B24B,2014-06-30,0,1,1,0.0
B24B,2014-09-30,0,1,1,0.0
B24B,2015-09-30,0,1,1,0.0
B24C,2015-06-30,0,1,1,0.0
B24C,2015-09-30,0,1,1,0.0
B25B,2014-09-30,0,1,1,0.0
B25B,2015-09-30,0,1,1,0.0
B25C,2013-03-31,0,1,0,0.0
B25F,2012-03-31,0,1,0,0.0
B25F,2014-03-31,0,1,0,0.0
B25G,2014-12-31,0,1,1,0.0
B25G,2016-06-30,0,1,1,0.0
B25G,2016-12-31,0,1,1,0.0
B25H,2014-06-30,0,1,1,0.0
B25J,2012-06-30,0,1,0,0.0
B25J,2012-09-30,0,1,0,0.0
B25J,2012-12-31,0,2,0,0.6931471805599453
B25J,2013-03-31,0,2,0,0.6931471805599453
B25J,2013-06-30,0,1,0,0.0
B25J,2013-09-30,1,1,0,0.0
B25J,2013-12-31,0,3,0,1.0986122886681098
B25J,2014-06-30,0,4,1,1.3862943611198906
B25J,2014-06-30,1,1,1,0.0
B25J,2014-09-30,0,4,1,1.3862943611198906
B25J,2014-12-31,0,6,1,1.791759469228055
B25J,2015-03-31,0,7,1,1.9459101490553132
B25J,2015-03-31,1,4,1,1.3862943611198906
B25J,2015-06-30,0,7,1,1.9459101490553132
B25J,2015-06-30,1,1,1,0.0
B25J,2015-09-30,0,8,1,2.0794415416798357
B25J,2015-09-30,1,1,1,0.0
B25J,2015-12-31,0,7,1,1.9459101490553132
B25J,2015-12-31,1,1,1,0.0
B25J,2016-03-31,0,9,1,2.1972245773362196
B25J,2016-06-30,0,9,1,2.1972245773362196
B25J,2016-09-30,0,11,1,2.3978952727983707
B25J,2016-12-31,0,10,1,2.302585092994046
B25J,2016-12-31,1,1,1,0.0
B26B,2015-06-30,0,1,1,0.0
B26D,2012-09-30,0,1,0,0.0
B26D,2013-06-30,1,1,0,0.0
B26D,2013-12-31,0,1,0,0.0
B26D,2014-12-31,1,1,1,0.0
B26D,2015-06-30,0,1,1,0.0
B26D,2015-09-30,0,1,1,0.0
B26D,2016-09-30,0,1,1,0.0
B26F,2013-06-30,0,1,0,0.0
B26F,2013-09-30,0,1,0,0.0
B26F,2016-06-30,0,1,1,0.0
B27M,2014-12-31,0,1,1,0.0
B28B,2014-12-31,0,1,1,0.0
B28C,2016-03-31,0,1,1,0.0
B29B,2015-03-31,1,1,1,0.0
B29B,2015-12-31,1,1,1,0.0
B29C,2012-03-31,0,1,0,0.0
B29C,2012-06-30,0,2,0,0.6931471805599453
B29C,2012-09-30,0,6,0,1.791759469228055
B29C,2012-12-31,0,5,0,1.6094379124341003
B29C,2012-12-31,1,3,0,1.0986122886681098
B29C,2013-03-31,0,4,0,1.3862943611198906
B29C,2013-06-30,0,3,0,1.0986122886681098
B29C,2013-09-30,0,3,0,1.0986122886681098
B29C,2013-12-31,0,6,0,1.791759469228055
B29C,2013-12-31,1,1,0,0.0
B29C,2014-03-31,0,5,0,1.6094379124341003
B29C,2014-03-31,1,1,0,0.0
B29C,2014-06-30,0,1,1,0.0
B29C,2014-09-30,0,6,1,1.791759469228055
B29C,2014-09-30,1,2,1,0.6931471805599453
B29C,2014-12-31,0,6,1,1.791759469228055
B29C,2014-12-31,1,1,1,0.0
B29C,2015-03-31,0,1,1,0.0
B29C,2015-03-31,1,1,1,0.0
B29C,2015-06-30,0,1,1,0.0
B29C,2015-09-30,0,7,1,1.9459101490553132
B29C,2015-12-31,0,4,1,1.3862943611198906
B29C,2016-03-31,0,4,1,1.3862943611198906
B29C,2016-06-30,0,3,1,1.0986122886681098
B29C,2016-09-30,0,5,1,1.6094379124341003
B29C,2016-12-31,0,6,1,1.791759469228055
B29C,2016-12-31,1,3,1,1.0986122886681098
B29D,2013-03-31,0,1,0,0.0
B29D,2013-12-31,0,1,0,0.0
B29D,2015-03-31,0,1,1,0.0
B29D,2016-03-31,0,1,1,0.0
B30B,2012-06-30,0,1,0,0.0
B30B,2013-03-31,0,1,0,0.0
B30B,2014-03-31,0,1,0,0.0
B30B,2016-12-31,0,1,1,0.0
B32B,2012-03-31,0,3,0,1.0986122886681098
B32B,2012-06-30,0,1,0,0.0
B32B,2012-12-31,0,1,0,0.0
B32B,2014-06-30,0,5,1,1.6094379124341003
B32B,2014-06-30,1,1,1,0.0
B32B,2014-09-30,0,3,1,1.0986122886681098
B32B,2014-12-31,0,2,1,0.6931471805599453
B32B,2015-03-31,0,1,1,0.0
B32B,2015-06-30,1,1,1,0.0
B32B,2015-09-30,0,4,1,1.3862943611198906
B32B,2015-12-31,0,3,1,1.0986122886681098
B32B,2016-03-31,0,4,1,1.3862943611198906
B32B,2016-06-30,0,7,1,1.9459101490553132
B32B,2016-09-30,0,3,1,1.0986122886681098
B32B,2016-12-31,0,2,1,0.6931471805599453
B41F,2013-03-31,0,1,0,0.0
B41F,2013-12-31,0,1,0,0.0
B41F,2014-06-30,0,2,1,0.6931471805599453
B41F,2014-09-30,1,1,1,0.0
B41F,2015-12-31,0,1,1,0.0
B41F,2016-06-30,0,1,1,0.0
B41J,2012-03-31,0,20,0,2.995732273553991
B41J,2012-06-30,0,3,0,1.0986122886681098
B41J,2012-09-30,0,9,0,2.1972245773362196
B41J,2012-12-31,0,17,0,2.833213344056216
B41J,2013-03-31,0,11,0,2.3978952727983707
B41J,2013-06-30,0,4,0,1.3862943611198906
B41J,2013-06-30,1,1,0,0.0
B41J,2013-09-30,0,5,0,1.6094379124341003
B41J,2013-09-30,1,2,0,0.6931471805599453
B41J,2013-12-31,0,3,0,1.0986122886681098
B41J,2013-12-31,1,1,0,0.0
B41J,2014-03-31,0,7,0,1.9459101490553132
B41J,2014-03-31,1,1,0,0.0
B41J,2014-06-30,0,3,1,1.0986122886681098
B41J,2014-09-30,0,12,1,2.4849066497880004
B41J,2014-09-30,1,2,1,0.6931471805599453
B41J,2014-12-31,0,15,1,2.70805020110221
B41J,2014-12-31,1,2,1,0.6931471805599453
B41J,2015-03-31,0,10,1,2.302585092994046
B41J,2015-06-30,0,4,1,1.3862943611198906
B41J,2015-09-30,0,10,1,2.302585092994046
B41J,2015-09-30,1,1,1,0.0
B41J,2015-12-31,0,9,1,2.1972245773362196
B41J,2015-12-31,1,4,1,1.3862943611198906
B41J,2016-03-31,0,9,1,2.1972245773362196
B41J,2016-06-30,0,9,1,2.1972245773362196
B41J,2016-09-30,0,5,1,1.6094379124341003
B41J,2016-12-31,0,9,1,2.1972245773362196
B41J,2016-12-31,1,2,1,0.6931471805599453
B41K,2012-09-30,0,1,0,0.0
B41L,2015-03-31,0,1,1,0.0
B41M,2013-03-31,0,1,0,0.0
B41M,2014-06-30,0,1,1,0.0
B41M,2014-09-30,0,1,1,0.0
B41M,2015-03-31,1,1,1,0.0
B41M,2015-09-30,0,1,1,0.0
B41M,2016-09-30,0,1,1,0.0
B42C,2012-03-31,1,1,0,0.0
B42C,2012-06-30,1,1,0,0.0
B42C,2012-12-31,1,1,0,0.0
B42C,2014-09-30,0,1,1,0.0
B42C,2014-12-31,0,1,1,0.0
B42C,2015-03-31,0,1,1,0.0
B42C,2015-06-30,0,1,1,0.0
B42C,2015-09-30,0,1,1,0.0
B42C,2016-12-31,0,1,1,0.0
B42D,2012-03-31,0,5,0,1.6094379124341003
B42D,2012-03-31,1,1,0,0.0
B42D,2012-06-30,0,4,0,1.3862943611198906
B42D,2012-09-30,0,6,0,1.791759469228055
B42D,2012-12-31,0,1,0,0.0
B42D,2013-03-31,0,4,0,1.3862943611198906
B42D,2013-06-30,0,2,0,0.6931471805599453
B42D,2013-06-30,1,1,0,0.0
B42D,2013-09-30,0,2,0,0.6931471805599453
B42D,2013-12-31,0,2,0,0.6931471805599453
B42D,2013-12-31,1,1,0,0.0
B42D,2014-03-31,0,1,0,0.0
B42D,2014-03-31,1,1,0,0.0
B42D,2014-06-30,0,2,1,0.6931471805599453
B42D,2014-06-30,1,1,1,0.0
B42D,2014-09-30,0,5,1,1.6094379124341003
B42D,2014-12-31,1,1,1,0.0
B42D,2015-03-31,0,1,1,0.0
B42D,2015-06-30,0,4,1,1.3862943611198906
B42D,2015-06-30,1,1,1,0.0
B42D,2015-09-30,0,3,1,1.0986122886681098
B42D,2015-09-30,1,1,1,0.0
B42D,2015-12-31,0,2,1,0.6931471805599453
B42D,2015-12-31,1,1,1,0.0
B42D,2016-03-31,0,1,1,0.0
B42D,2016-06-30,1,1,1,0.0
B42D,2016-09-30,0,1,1,0.0
B42D,2016-09-30,1,1,1,0.0
B42D,2016-12-31,0,2,1,0.6931471805599453
B42F,2012-03-31,0,1,0,0.0
B42F,2016-12-31,0,1,1,0.0
B43K,2012-09-30,0,1,0,0.0
B43K,2013-03-31,0,2,0,0.6931471805599453
B43K,2013-06-30,0,2,0,0.6931471805599453
B43K,2013-09-30,0,1,0,0.0
B43K,2013-12-31,0,1,0,0.0
B43K,2015-06-30,0,1,1,0.0
B43K,2015-06-30,1,1,1,0.0
B43K,2015-09-30,0,1,1,0.0
B43K,2016-06-30,0,1,1,0.0
B43K,2016-09-30,1,1,1,0.0
B43K,2016-12-31,0,1,1,0.0
B43L,2012-03-31,0,1,0,0.0
B43L,2013-06-30,0,1,0,0.0
B43L,2013-12-31,0,1,0,0.0
B43L,2014-09-30,0,1,1,0.0
B43L,2015-06-30,0,1,1,0.0
B44B,2014-06-30,0,1,1,0.0
B44B,2016-06-30,0,1,1,0.0
B44C,2012-06-30,0,1,0,0.0
B44C,2016-03-31,0,1,1,0.0
B44D,2016-09-30,0,1,1,0.0
B44F,2014-09-30,0,1,1,0.0
B44F,2015-06-30,0,1,1,0.0
B60B,2013-12-31,0,1,0,0.0
B60B,2014-09-30,0,1,1,0.0
B60B,2015-12-31,0,1,1,0.0
B60C,2012-06-30,1,1,0,0.0
B60C,2012-09-30,0,1,0,0.0
B60C,2013-06-30,0,1,0,0.0
B60C,2013-09-30,0,1,0,0.0
B60C,2014-06-30,0,2,1,0.6931471805599453
B60C,2014-09-30,0,1,1,0.0
B60C,2015-06-30,0,1,1,0.0
B60C,2015-12-31,0,1,1,0.0
B60C,2016-09-30,0,1,1,0.0
B60C,2016-12-31,0,1,1,0.0
B60C,2016-12-31,1,1,1,0.0
B60D,2015-03-31,0,1,1,0.0
B60D,2016-12-31,0,1,1,0.0
B60H,2012-06-30,0,1,0,0.0
B60H,2012-09-30,0,2,0,0.6931471805599453
B60H,2014-03-31,0,1,0,0.0
B60H,2014-09-30,0,1,1,0.0
B60H,2015-09-30,0,1,1,0.0
B60H,2015-12-31,0,1,1,0.0
B60H,2016-03-31,0,2,1,0.6931471805599453
B60H,2016-06-30,0,1,1,0.0
B60J,2013-03-31,0,1,0,0.0
B60J,2013-12-31,0,1,0,0.0
B60J,2015-06-30,0,1,1,0.0
B60J,2016-09-30,0,1,1,0.0
B60K,2012-03-31,0,1,0,0.0
B60K,2012-09-30,0,1,0,0.0
B60K,2012-09-30,1,1,0,0.0
B60K,2012-12-31,0,1,0,0.0
B60K,2013-03-31,0,1,0,0.0
B60K,2013-06-30,0,3,0,1.0986122886681098
B60K,2013-09-30,0,5,0,1.6094379124341003
B60K,2013-09-30,1,1,0,0.0
B60K,2013-12-31,0,5,0,1.6094379124341003
B60K,2014-03-31,0,2,0,0.6931471805599453
B60K,2014-06-30,0,5,1,1.6094379124341003
B60K,2014-09-30,0,5,1,1.6094379124341003
B60K,2014-12-31,0,2,1,0.6931471805599453
B60K,2015-03-31,0,3,1,1.0986122886681098
B60K,2015-06-30,0,7,1,1.9459101490553132
B60K,2015-09-30,0,8,1,2.0794415416798357
B60K,2015-12-31,0,7,1,1.9459101490553132
B60K,2015-12-31,1,1,1,0.0
B60K,2016-03-31,0,10,1,2.302585092994046
B60K,2016-06-30,0,6,1,1.791759469228055
B60K,2016-09-30,0,9,1,2.1972245773362196
B60K,2016-12-31,0,10,1,2.302585092994046
B60L,2012-03-31,0,1,0,0.0
B60L,2012-06-30,0,2,0,0.6931471805599453
B60L,2012-09-30,0,1,0,0.0
B60L,2013-03-31,0,1,0,0.0
B60L,2013-06-30,0,3,0,1.0986122886681098
B60L,2013-09-30,0,4,0,1.3862943611198906
B60L,2013-09-30,1,1,0,0.0
B60L,2013-12-31,0,2,0,0.6931471805599453
B60L,2014-03-31,0,2,0,0.6931471805599453
B60L,2014-06-30,0,9,1,2.1972245773362196
B60L,2014-06-30,1,1,1,0.0
B60L,2014-09-30,0,13,1,2.5649493574615367
B60L,2014-12-31,0,11,1,2.3978952727983707
B60L,2014-12-31,1,3,1,1.0986122886681098
B60L,2015-03-31,0,5,1,1.6094379124341003
B60L,2015-03-31,1,2,1,0.6931471805599453
B60L,2015-06-30,0,8,1,2.0794415416798357
B60L,2015-06-30,1,1,1,0.0
B60L,2015-09-30,0,6,1,1.791759469228055
B60L,2015-09-30,1,2,1,0.6931471805599453
B60L,2015-12-31,0,11,1,2.3978952727983707
B60L,2015-12-31,1,3,1,1.0986122886681098
B60L,2016-03-31,0,14,1,2.6390573296152584
B60L,2016-03-31,1,2,1,0.6931471805599453
B60L,2016-06-30,0,11,1,2.3978952727983707
B60L,2016-06-30,1,5,1,1.6094379124341003
B60L,2016-09-30,0,12,1,2.4849066497880004
B60L,2016-09-30,1,2,1,0.6931471805599453
B60L,2016-12-31,0,8,1,2.0794415416798357
B60L,2016-12-31,1,3,1,1.0986122886681098
B60M,2014-09-30,0,1,1,0.0
B60N,2012-12-31,0,1,0,0.0
B60N,2014-03-31,0,1,0,0.0
B60N,2014-06-30,0,1,1,0.0
B60N,2014-09-30,0,1,1,0.0
B60N,2015-03-31,0,2,1,0.6931471805599453
B60N,2015-06-30,0,1,1,0.0
B60N,2015-06-30,1,1,1,0.0
B60N,2016-06-30,0,1,1,0.0
B60N,2016-09-30,0,1,1,0.0
B60P,2012-06-30,0,1,0,0.0
B60P,2014-12-31,0,1,1,0.0
B60P,2015-09-30,0,1,1,0.0
B60P,2016-09-30,0,1,1,0.0
B60P,2016-12-31,0,1,1,0.0
B60Q,2012-03-31,1,1,0,0.0
B60Q,2013-03-31,0,2,0,0.6931471805599453
B60Q,2013-06-30,0,1,0,0.0
B60Q,2014-06-30,0,1,1,0.0
B60Q,2014-09-30,0,1,1,0.0
B60Q,2015-03-31,0,1,1,0.0
B60Q,2015-06-30,0,2,1,0.6931471805599453
B60Q,2015-09-30,0,1,1,0.0
B60Q,2015-12-31,0,1,1,0.0
B60Q,2016-03-31,0,3,1,1.0986122886681098
B60Q,2016-06-30,0,2,1,0.6931471805599453
B60Q,2016-09-30,0,2,1,0.6931471805599453
B60Q,2016-12-31,0,6,1,1.791759469228055
B60R,2012-03-31,0,3,0,1.0986122886681098
B60R,2012-03-31,1,1,0,0.0
B60R,2012-06-30,0,4,0,1.3862943611198906
B60R,2012-06-30,1,1,0,0.0
B60R,2012-09-30,0,6,0,1.791759469228055
B60R,2012-12-31,0,5,0,1.6094379124341003
B60R,2013-03-31,0,4,0,1.3862943611198906
B60R,2013-03-31,1,2,0,0.6931471805599453
B60R,2013-06-30,0,3,0,1.0986122886681098
B60R,2013-09-30,0,4,0,1.3862943611198906
B60R,2013-09-30,1,1,0,0.0
B60R,2013-12-31,0,7,0,1.9459101490553132
B60R,2013-12-31,1,1,0,0.0
B60R,2014-03-31,0,5,0,1.6094379124341003
B60R,2014-06-30,0,4,1,1.3862943611198906
B60R,2014-06-30,1,1,1,0.0
B60R,2014-09-30,0,10,1,2.302585092994046
B60R,2014-12-31,0,11,1,2.3978952727983707
B60R,2015-03-31,0,8,1,2.0794415416798357
B60R,2015-06-30,0,9,1,2.1972245773362196
B60R,2015-06-30,1,1,1,0.0
B60R,2015-09-30,0,15,1,2.70805020110221
B60R,2015-09-30,1,1,1,0.0
B60R,2015-12-31,0,10,1,2.302585092994046
B60R,2016-03-31,0,10,1,2.302585092994046
B60R,2016-03-31,1,1,1,0.0
B60R,2016-06-30,0,11,1,2.3978952727983707
B60R,2016-09-30,0,13,1,2.5649493574615367
B60R,2016-09-30,1,2,1,0.6931471805599453
B60R,2016-12-31,0,12,1,2.4849066497880004
B60R,2016-12-31,1,1,1,0.0
B60S,2013-09-30,0,1,0,0.0
B60S,2014-09-30,0,1,1,0.0
B60S,2015-09-30,0,1,1,0.0
B60S,2015-12-31,0,1,1,0.0
B60S,2016-03-31,0,1,1,0.0
B60T,2012-06-30,1,1,0,0.0
B60T,2013-03-31,0,1,0,0.0
B60T,2013-09-30,0,2,0,0.6931471805599453
B60T,2013-12-31,0,1,0,0.0
B60T,2014-03-31,0,1,0,0.0
B60T,2014-09-30,0,1,1,0.0
B60T,2014-12-31,0,1,1,0.0
B60T,2016-12-31,0,2,1,0.6931471805599453
B60W,2012-03-31,0,1,0,0.0
B60W,2012-06-30,0,3,0,1.0986122886681098
B60W,2012-09-30,0,2,0,0.6931471805599453
B60W,2012-12-31,0,3,0,1.0986122886681098
B60W,2013-03-31,0,2,0,0.6931471805599453
B60W,2013-03-31,1,1,0,0.0
B60W,2013-06-30,0,2,0,0.6931471805599453
B60W,2013-06-30,1,1,0,0.0
B60W,2013-09-30,0,4,0,1.3862943611198906
B60W,2013-12-31,0,4,0,1.3862943611198906
B60W,2014-03-31,0,3,0,1.0986122886681098
B60W,2014-06-30,0,5,1,1.6094379124341003
B60W,2014-09-30,0,2,1,0.6931471805599453
B60W,2014-12-31,0,8,1,2.0794415416798357
B60W,2015-03-31,0,1,1,0.0
B60W,2015-03-31,1,1,1,0.0
B60W,2015-06-30,0,7,1,1.9459101490553132
B60W,2015-06-30,1,1,1,0.0
B60W,2015-09-30,0,10,1,2.302585092994046
B60W,2015-12-31,0,8,1,2.0794415416798357
B60W,2015-12-31,1,3,1,1.0986122886681098
B60W,2016-03-31,0,8,1,2.0794415416798357
B60W,2016-03-31,1,1,1,0.0
B60W,2016-06-30,0,9,1,2.1972245773362196
B60W,2016-06-30,1,1,1,0.0
B60W,2016-09-30,0,11,1,2.3978952727983707
B60W,2016-12-31,0,15,1,2.70805020110221
B60W,2016-12-31,1,2,1,0.6931471805599453
B61B,2013-12-31,0,1,0,0.0
B61C,2014-03-31,0,2,0,0.6931471805599453
B61C,2015-06-30,0,1,1,0.0
B61C,2015-09-30,0,1,1,0.0
B61C,2015-12-31,0,2,1,0.6931471805599453
B61H,2015-06-30,0,1,1,0.0
B61K,2014-12-31,0,1,1,0.0
B61K,2015-12-31,0,1,1,0.0
B61K,2016-12-31,1,1,1,0.0
